Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue,Library Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,AGE,dev_stage,source_name,Biomaterial_provider,GEO_Accession (exp),AssemblyName,alignment_software (exp),individual,batch_of_trees,gene_perturbation_type,drought_treatment,molecule_subtype,type,Collection_Date,lat_lon,BIOME,estimated_size,feature,isol_growth_condt,material,num_replicons,ploidy,propagation,ref_biomaterial,Run_ID (run),nominal_length (run),isolate,env_package,investigation_type,project_name,Strain,ecotype,replicate,Broker_name,developmental_stage,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,organism_part,sample_name,SRA_accession,Title,Alias,ena_checklist,organism,Treatment,isolation_source,Host,description,Cell_type,collected_by,sample_type,Genotype,overexpressed_gene,transfection_time,days_after_drought_treatment,genetic_background,plant_strain,symbiotic_status,days_after_bending_treatment,Biological.Replicate,Cell_Line,culture_collection,disease,disease_stage,growth_protocol,height_or_length,phenotype,population,sex,Specimen_voucher,Temp,time_of_contact,transfected_genes,fungal_strain,pt_clone,common_name,ena_first_public,ena_last_update,external_id,Geographic_location,growth_condition,Submitter_Id,accession,lb_strain,gender,innoculant,label
SRR3727140,RNA-Seq,300,6135960600,PRJNA251060,SAMN03003127,4040199422,JGI,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1883845,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-06-28T00:00:00Z,1031608,SRP077540,,UCBZ,uncalculated,uncalculated,MIGS.eu,missing,Nisqually-1,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,7879,458,,missing,eukaryote,Populus trichocarpa Nisqually-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3727141,RNA-Seq,300,6974490600,PRJNA251060,SAMN03003127,4544544028,JGI,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1883846,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-06-28T00:00:00Z,1031608,SRP077540,,UCBX,uncalculated,uncalculated,MIGS.eu,missing,Nisqually-1,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,7879,482,,missing,eukaryote,Populus trichocarpa Nisqually-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3727142,RNA-Seq,300,5513161200,PRJNA251060,SAMN03003127,3560672226,JGI,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1883849,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-06-28T00:00:00Z,1031608,SRP077540,,UCBY,uncalculated,uncalculated,MIGS.eu,missing,Nisqually-1,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,7879,480,,missing,eukaryote,Populus trichocarpa Nisqually-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933781,RNA-Seq,300,8366752800,PRJNA398322,SAMN07508187,3630648707,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3093944,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-0-1,SRP115451,root,S_0_1,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-0-1= biological replicate 1,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933782,RNA-Seq,300,8573386500,PRJNA398322,SAMN07508192,3701423997,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3093943,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-L-3,SRP115451,root,S_L_3,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-L-3= biological replicate 3,,,,,,,,,,,,,,,,,0.25 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933783,RNA-Seq,300,8556025800,PRJNA398322,SAMN07508193,3693151818,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX3093942,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-H-1,SRP115451,root,S_H_1,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-H-1= biological replicate 1,,,,,,,,,,,,,,,,,10 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933784,RNA-Seq,300,8065269300,PRJNA398322,SAMN07508185,3484392627,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3093941,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,ck-2,SRP115451,root,ck_2,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,ck-2= biological replicate 2,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 0 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933785,RNA-Seq,300,7769555400,PRJNA398322,SAMN07508184,3305971579,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3093940,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,ck-1,SRP115451,root,ck_1,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,ck-1= biological replicate 1,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 0 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933786,RNA-Seq,300,7191857700,PRJNA398322,SAMN07508204,2999894592,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3093939,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-H-3,SRP115451,root,T_H_3,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-H-3= biological replicate 3,,,,,,,,,,,,,,,,,10 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933787,RNA-Seq,300,7234218000,PRJNA398322,SAMN07508186,3143698496,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3093938,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,ck-3,SRP115451,root,ck_3,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,ck-3= biological replicate 3,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 0 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933788,RNA-Seq,300,6920635800,PRJNA398322,SAMN07508189,2982835431,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3093937,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-0-3,SRP115451,root,S_0_3,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-0-3= biological replicate 3,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933789,RNA-Seq,300,7828726200,PRJNA398322,SAMN07508188,3402080016,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3093936,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-0-2,SRP115451,root,S_0_2,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-0-2= biological replicate 2,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933790,RNA-Seq,300,8498307000,PRJNA398322,SAMN07508191,3675971680,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3093935,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-L-2,SRP115451,root,S_L_2,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-L-2= biological replicate 2,,,,,,,,,,,,,,,,,0.25 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933791,RNA-Seq,300,9392123400,PRJNA398322,SAMN07508190,4052178514,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3093934,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-L-1,SRP115451,root,S_L_1,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-L-1= biological replicate 1,,,,,,,,,,,,,,,,,0.25 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933792,RNA-Seq,300,7394823300,PRJNA398322,SAMN07508197,3215203207,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3093933,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-0-2,SRP115451,root,T_0_2,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-0-2= biological replicate 2,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933793,RNA-Seq,300,6876220500,PRJNA398322,SAMN07508196,2977297583,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3093932,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-0-1,SRP115451,root,T_0_1,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-0-1= biological replicate 1,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933794,RNA-Seq,300,7252850700,PRJNA398322,SAMN07508195,3126189220,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3093931,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-H-3,SRP115451,root,S_H_3,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-H-3= biological replicate 3,,,,,,,,,,,,,,,,,10 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933795,RNA-Seq,300,7666459200,PRJNA398322,SAMN07508194,3301094998,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3093930,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,S-H-2,SRP115451,root,S_H_2,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,S-H-2= biological replicate 2,,,,,,,,,,,,,,,,,10 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 6 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933796,RNA-Seq,300,7234298400,PRJNA398322,SAMN07508201,3004092591,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3093929,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-L-3,SRP115451,root,T_L_3,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-L-3= biological replicate 3,,,,,,,,,,,,,,,,,0.25 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933797,RNA-Seq,300,7035738000,PRJNA398322,SAMN07508200,2982900509,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3093928,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-L-2,SRP115451,root,T_L_2,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-L-2= biological replicate 2,,,,,,,,,,,,,,,,,0.25 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933798,RNA-Seq,300,7384571100,PRJNA398322,SAMN07508199,3181643440,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3093927,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-L-1,SRP115451,root,T_L_1,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-L-1= biological replicate 1,,,,,,,,,,,,,,,,,0.25 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933799,RNA-Seq,300,7074983400,PRJNA398322,SAMN07508198,3052442191,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3093926,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-0-3,SRP115451,root,T_0_3,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-0-3= biological replicate 3,,,,,,,,,,,,,,,,,0 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933800,RNA-Seq,300,6892012500,PRJNA398322,SAMN07508203,2842932063,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3093925,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-H-2,SRP115451,root,T_H_2,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-H-2= biological replicate 2,,,,,,,,,,,,,,,,,10 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5933801,RNA-Seq,300,6744254100,PRJNA398322,SAMN07508202,2799303307,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3093924,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-08-15T00:00:00Z,T-H-1,SRP115451,root,T_H_1,China,Asia,Plant,China:Bejiing,not collect,two month,seeding,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Populus tomentosa,T-H-1= biological replicate 1,,,,,,,,,,,,,,,,,10 mM GABA in Populus tomentosa seeding under 200 mM NaCl at 24 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986234,RNA-Seq,300,8271822300,PRJNA400507,SAMN07569338,3536350414,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3142125,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-1L,SRP116360,leaf,CK-1L,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-1L=biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986235,RNA-Seq,300,7315243500,PRJNA400507,SAMN07569339,3096448352,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3142124,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-2L,SRP116360,leaf,CK-2L,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-2L=biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986236,RNA-Seq,300,6606158400,PRJNA400507,SAMN07569340,2867920882,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3142123,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-3L,SRP116360,leaf,CK-3L,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-3L=biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986237,RNA-Seq,300,7443428400,PRJNA400507,SAMN07569341,3237963848,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3142122,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-1S,SRP116360,stem,CK-1S,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-1S=biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986238,RNA-Seq,300,7169861400,PRJNA400507,SAMN07569342,3145416622,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3142121,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-2S,SRP116360,stem,CK-2S,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-2S=biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986239,RNA-Seq,300,6456013800,PRJNA400507,SAMN07569343,2802727119,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3142120,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-3S,SRP116360,stem,CK-3S,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-3S=biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986240,RNA-Seq,300,7552292700,PRJNA400507,SAMN07569344,3248200257,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3142119,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-1R,SRP116360,root,CK-1R,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-1R=biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986241,RNA-Seq,300,7253976900,PRJNA400507,SAMN07569345,3144366431,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3142118,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-2R,SRP116360,root,CK-2R,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-2R=biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986242,RNA-Seq,300,7018752000,PRJNA400507,SAMN07569346,3108847970,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3142117,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,CK-3R,SRP116360,root,CK-3R,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,CK-3R=biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986243,RNA-Seq,300,6542666100,PRJNA400507,SAMN07569347,2846135256,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3142116,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-1L,SRP116360,leaf,SP100-1L,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-1L=biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986244,RNA-Seq,300,6609990300,PRJNA400507,SAMN07569352,2858713891,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3142115,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-3S,SRP116360,stem,SP100-3S,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-3S=biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
